SerialNo;Substation;datetime;P_GEN_MAX;P_GEN_MIN
3067E69020456129;Forest Road;19/10/2013 06:00;0.002;0.002
3067E69020456129;Forest Road;19/10/2013 07:00;0.003;0.002
3067E69020456129;Forest Road;19/10/2013 08:00;0.167;0.003
3067E69020456129;Forest Road;19/10/2013 09:00;0.379;0.058
3067E69020456129;Forest Road;19/10/2013 10:00;0.399;0.065
3067E69020456129;Forest Road;19/10/2013 11:00;0.507;0.074
3067E69020456129;Forest Road;19/10/2013 12:00;0.104;0.034
3067E69020456129;Forest Road;19/10/2013 13:00;0.172;0.028
3067E69020456129;Forest Road;19/10/2013 14:00;0.116;0.088
3067E69020456129;Forest Road;19/10/2013 15:00;0.158;0.066
3067E69020456129;Forest Road;19/10/2013 16:00;0.543;0.056
3067E69020456129;Forest Road;19/10/2013 17:00;0.046;0.003
3067E69020456129;Forest Road;19/10/2013 18:00;0.002;0.002
3067E69020456129;Forest Road;19/10/2013 19:00;0.002;0.002
3067E69020456129;Forest Road;19/10/2013 20:00;0.002;0.002
3067E69020456129;Forest Road;19/10/2013 21:00;0.002;0.002
3067E69020456129;Forest Road;19/10/2013 22:00;0.002;0.002
3067E69020456129;Forest Road;19/10/2013 23:00;0.002;0.002
3067E69020456129;Forest Road;20/10/2013 00:00;0.002;0.002
3067E69020456129;Forest Road;20/10/2013 01:00;0.002;0.002
3067E69020456129;Forest Road;20/10/2013 02:00;0.002;0.002
3067E69020456129;Forest Road;20/10/2013 03:00;0.002;0.002
3067E69020456129;Forest Road;20/10/2013 04:00;0.002;0.002
3067E69020456129;Forest Road;20/10/2013 05:00;0.002;0.002
3067E69020456129;Forest Road;20/10/2013 06:00;0.002;0.002
3067E69020456129;Forest Road;20/10/2013 07:00;0.003;0.002
3067E69020456129;Forest Road;20/10/2013 08:00;0.220;0.003
3067E69020456129;Forest Road;20/10/2013 09:00;0.260;0.003
3067E69020456129;Forest Road;20/10/2013 10:00;1.756;0.083
3067E69020456129;Forest Road;20/10/2013 11:00;1.905;0.430
3067E69020456129;Forest Road;20/10/2013 12:00;1.945;0.848
3067E69020456129;Forest Road;20/10/2013 13:00;1.099;0.463
3067E69020456129;Forest Road;20/10/2013 14:00;0.579;0.257
3067E69020456129;Forest Road;20/10/2013 15:00;0.423;0.018
3067E69020456129;Forest Road;20/10/2013 16:00;0.026;0.002
3067E69020456129;Forest Road;20/10/2013 17:00;0.186;0.002
3067E69020456129;Forest Road;20/10/2013 18:00;0.002;0.002
3067E69020456129;Forest Road;20/10/2013 19:00;0.002;0.002
3067E69020456129;Forest Road;20/10/2013 20:00;0.002;0.002
3067E69020456129;Forest Road;20/10/2013 21:00;0.002;0.002
3067E69020456129;Forest Road;20/10/2013 22:00;0.003;0.002
3067E69020456129;Forest Road;20/10/2013 23:00;0.002;0.002
3067E69020456129;Forest Road;21/10/2013 00:00;0.002;0.002
3067E69020456129;Forest Road;21/10/2013 01:00;0.002;0.002
3067E69020456129;Forest Road;21/10/2013 02:00;0.002;0.002
3067E69020456129;Forest Road;21/10/2013 03:00;0.002;0.002
3067E69020456129;Forest Road;21/10/2013 04:00;0.003;0.002
3067E69020456129;Forest Road;21/10/2013 05:00;0.002;0.002
3067E69020456129;Forest Road;21/10/2013 06:00;0.002;0.002
3067E69020456129;Forest Road;21/10/2013 07:00;0.002;0.002
3067E69020456129;Forest Road;21/10/2013 08:00;0.109;0.003
3067E69020456129;Forest Road;21/10/2013 09:00;0.211;0.098
3067E69020456129;Forest Road;21/10/2013 10:00;0.430;0.122
3067E69020456129;Forest Road;21/10/2013 11:00;0.400;0.118
3067E69020456129;Forest Road;21/10/2013 12:00;0.531;0.226
3067E69020456129;Forest Road;21/10/2013 13:00;0.565;0.270
3067E69020456129;Forest Road;21/10/2013 14:00;0.749;0.446
3067E69020456129;Forest Road;21/10/2013 15:00;0.625;0.235
3067E69020456129;Forest Road;21/10/2013 16:00;0.404;0.110
3067E69020456129;Forest Road;21/10/2013 17:00;0.068;0.003
3067E69020456129;Forest Road;21/10/2013 18:00;0.002;0.002
3067E69020456129;Forest Road;21/10/2013 19:00;0.003;0.002
3067E69020456129;Forest Road;21/10/2013 20:00;0.003;0.002
3067E69020456129;Forest Road;21/10/2013 21:00;0.002;0.002
3067E69020456129;Forest Road;21/10/2013 22:00;0.002;0.002
3067E69020456129;Forest Road;21/10/2013 23:00;0.003;0.002
3067E69020456129;Forest Road;22/10/2013 00:00;0.002;0.002
3067E69020456129;Forest Road;22/10/2013 01:00;0.002;0.002
3067E69020456129;Forest Road;22/10/2013 02:00;0.002;0.002
3067E69020456129;Forest Road;22/10/2013 03:00;0.002;0.002
3067E69020456129;Forest Road;22/10/2013 04:00;0.002;0.002
3067E69020456129;Forest Road;22/10/2013 05:00;0.002;0.002
3067E69020456129;Forest Road;22/10/2013 06:00;0.002;0.002
3067E69020456129;Forest Road;22/10/2013 07:00;0.003;0.002
3067E69020456129;Forest Road;22/10/2013 08:00;0.092;0.003
3067E69020456129;Forest Road;22/10/2013 09:00;0.382;0.124
3067E69020456129;Forest Road;22/10/2013 10:00;0.922;0.176
3067E69020456129;Forest Road;22/10/2013 11:00;0.322;0.100
3067E69020456129;Forest Road;22/10/2013 12:00;0.545;0.134
3067E69020456129;Forest Road;22/10/2013 13:00;0.472;0.053
3067E69020456129;Forest Road;22/10/2013 14:00;0.414;0.109
3067E69020456129;Forest Road;22/10/2013 15:00;0.288;0.183
3067E69020456129;Forest Road;22/10/2013 16:00;0.260;0.179
3067E69020456129;Forest Road;22/10/2013 17:00;0.124;0.002
3067E69020456129;Forest Road;22/10/2013 18:00;0.003;0.002
3067E69020456129;Forest Road;22/10/2013 19:00;0.002;0.002
3067E69020456129;Forest Road;22/10/2013 20:00;0.003;0.002
3067E69020456129;Forest Road;22/10/2013 21:00;0.003;0.002
3067E69020456129;Forest Road;22/10/2013 22:00;0.003;0.002
3067E69020456129;Forest Road;22/10/2013 23:00;0.002;0.002
3067E69020456129;Forest Road;23/10/2013 00:00;0.003;0.002
3067E69020456129;Forest Road;23/10/2013 01:00;0.003;0.002
3067E69020456129;Forest Road;23/10/2013 02:00;0.003;0.002
3067E69020456129;Forest Road;23/10/2013 03:00;0.003;0.002
3067E69020456129;Forest Road;23/10/2013 04:00;0.002;0.002
3067E69020456129;Forest Road;23/10/2013 05:00;0.002;0.002
3067E69020456129;Forest Road;23/10/2013 06:00;0.002;0.002
3067E69020456129;Forest Road;23/10/2013 07:00;0.003;0.002
3067E69020456129;Forest Road;23/10/2013 08:00;0.148;0.002
3067E69020456129;Forest Road;23/10/2013 09:00;0.683;0.083
3067E69020456129;Forest Road;23/10/2013 10:00;0.877;0.279
3067E69020456129;Forest Road;23/10/2013 11:00;1.663;0.157
3067E69020456129;Forest Road;23/10/2013 12:00;1.476;0.160
3067E69020456129;Forest Road;23/10/2013 13:00;0.945;0.428
3067E69020456129;Forest Road;23/10/2013 14:00;0.525;0.164
3067E69020456129;Forest Road;23/10/2013 15:00;0.244;0.091
3067E69020456129;Forest Road;23/10/2013 16:00;0.101;0.059
3067E69020456129;Forest Road;23/10/2013 17:00;0.051;0.002
3067E69020456129;Forest Road;23/10/2013 18:00;0.003;0.002
3067E69020456129;Forest Road;23/10/2013 19:00;0.002;0.002
3067E69020456129;Forest Road;23/10/2013 20:00;0.002;0.002
3067E69020456129;Forest Road;23/10/2013 21:00;0.003;0.002
3067E69020456129;Forest Road;23/10/2013 22:00;0.003;0.002
3067E69020456129;Forest Road;23/10/2013 23:00;0.002;0.002
3067E69020456129;Forest Road;24/10/2013 00:00;0.002;0.002
3067E69020456129;Forest Road;24/10/2013 01:00;0.002;0.002
3067E69020456129;Forest Road;24/10/2013 02:00;0.003;0.002
3067E69020456129;Forest Road;24/10/2013 03:00;0.003;0.002
3067E69020456129;Forest Road;24/10/2013 04:00;0.003;0.002
3067E69020456129;Forest Road;24/10/2013 05:00;0.002;0.002
3067E69020456129;Forest Road;24/10/2013 06:00;0.002;0.002
3067E69020456129;Forest Road;24/10/2013 07:00;0.003;0.002
3067E69020456129;Forest Road;24/10/2013 08:00;0.196;0.003
3067E69020456129;Forest Road;24/10/2013 09:00;0.794;0.174
3067E69020456129;Forest Road;24/10/2013 10:00;1.503;0.440
3067E69020456129;Forest Road;24/10/2013 11:00;1.930;1.535
3067E69020456129;Forest Road;24/10/2013 12:00;1.880;1.335
3067E69020456129;Forest Road;24/10/2013 13:00;1.287;0.171
3067E69020456129;Forest Road;24/10/2013 14:00;0.285;0.176
3067E69020456129;Forest Road;24/10/2013 15:00;0.583;0.195
3067E69020456129;Forest Road;24/10/2013 16:00;0.379;0.067
3067E69020456129;Forest Road;24/10/2013 17:00;0.050;0.002
3067E69020456129;Forest Road;24/10/2013 18:00;0.002;0.002
3067E69020456129;Forest Road;24/10/2013 19:00;0.002;0.002
3067E69020456129;Forest Road;24/10/2013 20:00;0.002;0.002
3067E69020456129;Forest Road;24/10/2013 21:00;0.002;0.002
3067E69020456129;Forest Road;24/10/2013 22:00;0.002;0.002
3067E69020456129;Forest Road;24/10/2013 23:00;0.002;0.002
3067E69020456129;Forest Road;25/10/2013 00:00;0.002;0.002
3067E69020456129;Forest Road;25/10/2013 01:00;0.002;0.002
3067E69020456129;Forest Road;25/10/2013 02:00;0.002;0.002
3067E69020456129;Forest Road;25/10/2013 03:00;0.002;0.002
3067E69020456129;Forest Road;25/10/2013 04:00;0.002;0.002
3067E69020456129;Forest Road;25/10/2013 05:00;0.002;0.002
3067E69020456129;Forest Road;25/10/2013 06:00;0.002;0.002
3067E69020456129;Forest Road;25/10/2013 07:00;0.002;0.002
3067E69020456129;Forest Road;25/10/2013 08:00;0.002;0.002
3067E69020456129;Forest Road;25/10/2013 09:00;0.130;0.003
3067E69020456129;Forest Road;25/10/2013 10:00;0.212;0.116
3067E69020456129;Forest Road;25/10/2013 11:00;1.020;0.152
3067E69020456129;Forest Road;25/10/2013 12:00;0.752;0.156
3067E69020456129;Forest Road;25/10/2013 13:00;0.860;0.252
3067E69020456129;Forest Road;25/10/2013 14:00;0.451;0.287
3067E69020456129;Forest Road;25/10/2013 15:00;0.397;0.182
3067E69020456129;Forest Road;25/10/2013 16:00;0.231;0.170
3067E69020456129;Forest Road;25/10/2013 17:00;0.164;0.003
3067E69020456129;Forest Road;25/10/2013 18:00;0.003;0.002
3067E69020456129;Forest Road;25/10/2013 19:00;0.003;0.002
3067E69020456129;Forest Road;25/10/2013 20:00;0.003;0.002
3067E69020456129;Forest Road;25/10/2013 21:00;0.002;0.002
3067E69020456129;Forest Road;25/10/2013 22:00;0.002;0.002
3067E69020456129;Forest Road;25/10/2013 23:00;0.003;0.002
3067E69020456129;Forest Road;26/10/2013 00:00;0.002;0.002
3067E69020456129;Forest Road;26/10/2013 01:00;0.002;0.002
3067E69020456129;Forest Road;26/10/2013 02:00;0.002;0.002
3067E69020456129;Forest Road;26/10/2013 03:00;0.002;0.002
3067E69020456129;Forest Road;26/10/2013 04:00;0.003;0.002
3067E69020456129;Forest Road;26/10/2013 05:00;0.002;0.002
3067E69020456129;Forest Road;26/10/2013 06:00;0.003;0.002
3067E69020456129;Forest Road;26/10/2013 07:00;0.003;0.002
3067E69020456129;Forest Road;26/10/2013 08:00;0.191;0.003
3067E69020456129;Forest Road;26/10/2013 09:00;0.667;0.060
3067E69020456129;Forest Road;26/10/2013 10:00;0.412;0.038
3067E69020456129;Forest Road;26/10/2013 11:00;1.699;0.336
3067E69020456129;Forest Road;26/10/2013 12:00;1.336;0.291
3067E69020456129;Forest Road;26/10/2013 13:00;0.845;0.294
3067E69020456129;Forest Road;26/10/2013 14:00;0.705;0.283
3067E69020456129;Forest Road;26/10/2013 15:00;0.392;0.069
3067E69020456129;Forest Road;26/10/2013 16:00;0.176;0.031
3067E69020456129;Forest Road;26/10/2013 17:00;0.054;0.002
3067E69020456129;Forest Road;26/10/2013 18:00;0.002;0.002
3067E69020456129;Forest Road;26/10/2013 19:00;0.002;0.002
3067E69020456129;Forest Road;26/10/2013 20:00;0.002;0.002
3067E69020456129;Forest Road;26/10/2013 21:00;0.002;0.002
3067E69020456129;Forest Road;26/10/2013 22:00;0.002;0.002
3067E69020456129;Forest Road;26/10/2013 23:00;0.002;0.002
3067E69020456129;Forest Road;27/10/2013 00:00;0.002;0.002
3067E69020456129;Forest Road;27/10/2013 01:00;0.002;0.002
3067E69020456129;Forest Road;27/10/2013 02:00;0.002;0.002
3067E69020456129;Forest Road;27/10/2013 03:00;0.002;0.002
3067E69020456129;Forest Road;27/10/2013 04:00;0.002;0.002
3067E69020456129;Forest Road;27/10/2013 05:00;0.002;0.002
3067E69020456129;Forest Road;27/10/2013 06:00;0.002;0.002
3067E69020456129;Forest Road;27/10/2013 07:00;0.002;0.002
3067E69020456129;Forest Road;27/10/2013 08:00;0.185;0.002
3067E69020456129;Forest Road;27/10/2013 09:00;0.840;0.173
3067E69020456129;Forest Road;27/10/2013 10:00;1.475;0.911
3067E69020456129;Forest Road;27/10/2013 11:00;1.638;0.953
3067E69020456129;Forest Road;27/10/2013 12:00;1.410;0.532
3067E69020456129;Forest Road;27/10/2013 13:00;0.831;0.431
3067E69020456129;Forest Road;27/10/2013 14:00;0.620;0.187
3067E69020456129;Forest Road;27/10/2013 15:00;0.503;0.043
3067E69020456129;Forest Road;27/10/2013 16:00;0.253;0.026
3067E69020456129;Forest Road;27/10/2013 17:00;0.052;0.002
3067E69020456129;Forest Road;27/10/2013 18:00;0.002;0.002
3067E69020456129;Forest Road;27/10/2013 19:00;0.002;0.002
3067E69020456129;Forest Road;27/10/2013 20:00;0.002;0.002
3067E69020456129;Forest Road;27/10/2013 21:00;0.002;0.002
3067E69020456129;Forest Road;27/10/2013 22:00;0.002;0.002
3067E69020456129;Forest Road;27/10/2013 23:00;0.002;0.002
3067E69020456129;Forest Road;28/10/2013 00:00;0.002;0.002
3067E69020456129;Forest Road;28/10/2013 01:00;0.002;0.002
3067E69020456129;Forest Road;28/10/2013 02:00;0.002;0.002
3067E69020456129;Forest Road;28/10/2013 03:00;0.002;0.002
3067E69020456129;Forest Road;28/10/2013 04:00;0.002;0.002
3067E69020456129;Forest Road;28/10/2013 05:00;0.002;0.002
3067E69020456129;Forest Road;28/10/2013 06:00;0.002;0.002
3067E69020456129;Forest Road;28/10/2013 07:00;0.002;0.002
3067E69020456129;Forest Road;28/10/2013 08:00;0.091;0.002
3067E69020456129;Forest Road;28/10/2013 09:00;0.278;0.076
3067E69020456129;Forest Road;28/10/2013 10:00;1.303;0.263
3067E69020456129;Forest Road;28/10/2013 11:00;1.652;0.697
3067E69020456129;Forest Road;28/10/2013 12:00;1.340;0.317
3067E69020456129;Forest Road;28/10/2013 13:00;0.663;0.155
3067E69020456129;Forest Road;28/10/2013 14:00;0.617;0.016
3067E69020456129;Forest Road;28/10/2013 15:00;0.407;0.046
3067E69020456129;Forest Road;28/10/2013 16:00;0.123;0.046
3067E69020456129;Forest Road;28/10/2013 17:00;0.160;0.002
3067E69020456129;Forest Road;28/10/2013 18:00;0.002;0.002
3067E69020456129;Forest Road;28/10/2013 19:00;0.002;0.002
3067E69020456129;Forest Road;28/10/2013 20:00;0.002;0.002
3067E69020456129;Forest Road;28/10/2013 21:00;0.002;0.002
3067E69020456129;Forest Road;28/10/2013 22:00;0.002;0.002
3067E69020456129;Forest Road;28/10/2013 23:00;0.002;0.002
3067E69020456129;Forest Road;29/10/2013 00:00;0.002;0.002
3067E69020456129;Forest Road;29/10/2013 01:00;0.002;0.002
3067E69020456129;Forest Road;29/10/2013 02:00;0.002;0.002
3067E69020456129;Forest Road;29/10/2013 03:00;0.002;0.002
3067E69020456129;Forest Road;29/10/2013 04:00;0.002;0.002
3067E69020456129;Forest Road;29/10/2013 05:00;0.002;0.002
3067E69020456129;Forest Road;29/10/2013 06:00;0.002;0.002
3067E69020456129;Forest Road;29/10/2013 07:00;0.002;0.002
3067E69020456129;Forest Road;29/10/2013 08:00;0.149;0.003
3067E69020456129;Forest Road;29/10/2013 09:00;0.910;0.186
3067E69020456129;Forest Road;29/10/2013 10:00;1.389;0.962
3067E69020456129;Forest Road;29/10/2013 11:00;1.427;0.615
3067E69020456129;Forest Road;29/10/2013 12:00;1.404;0.646
3067E69020456129;Forest Road;29/10/2013 13:00;0.769;0.487
3067E69020456129;Forest Road;29/10/2013 14:00;0.682;0.213
3067E69020456129;Forest Road;29/10/2013 15:00;0.265;0.103
3067E69020456129;Forest Road;29/10/2013 16:00;0.124;0.047
3067E69020456129;Forest Road;29/10/2013 17:00;0.041;0.002
3067E69020456129;Forest Road;29/10/2013 18:00;0.002;0.002
3067E69020456129;Forest Road;29/10/2013 19:00;0.002;0.002
3067E69020456129;Forest Road;29/10/2013 20:00;0.002;0.002
3067E69020456129;Forest Road;29/10/2013 21:00;0.002;0.002
3067E69020456129;Forest Road;29/10/2013 22:00;0.002;0.002
3067E69020456129;Forest Road;29/10/2013 23:00;0.002;0.002
3067E69020456129;Forest Road;30/10/2013 00:00;0.002;0.002
3067E69020456129;Forest Road;30/10/2013 01:00;0.002;0.002
3067E69020456129;Forest Road;30/10/2013 02:00;0.002;0.002
3067E69020456129;Forest Road;30/10/2013 03:00;0.002;0.002
3067E69020456129;Forest Road;30/10/2013 04:00;0.002;0.002
3067E69020456129;Forest Road;30/10/2013 05:00;0.002;0.002
3067E69020456129;Forest Road;30/10/2013 06:00;0.002;0.002
3067E69020456129;Forest Road;30/10/2013 07:00;0.002;0.002
3067E69020456129;Forest Road;30/10/2013 08:00;0.140;0.003
3067E69020456129;Forest Road;30/10/2013 09:00;0.830;0.166
3067E69020456129;Forest Road;30/10/2013 10:00;1.230;0.863
3067E69020456129;Forest Road;30/10/2013 11:00;1.256;1.033
3067E69020456129;Forest Road;30/10/2013 12:00;1.067;0.202
3067E69020456129;Forest Road;30/10/2013 13:00;0.188;0.173
3067E69020456129;Forest Road;30/10/2013 14:00;0.240;0.174
3067E69020456129;Forest Road;30/10/2013 15:00;0.339;0.102
3067E69020456129;Forest Road;30/10/2013 16:00;0.091;0.048
3067E69020456129;Forest Road;30/10/2013 17:00;0.041;0.002
3067E69020456129;Forest Road;30/10/2013 18:00;0.002;0.002
3067E69020456129;Forest Road;30/10/2013 19:00;0.002;0.002
3067E69020456129;Forest Road;30/10/2013 20:00;0.002;0.002
3067E69020456129;Forest Road;30/10/2013 21:00;0.002;0.002
3067E69020456129;Forest Road;30/10/2013 22:00;0.002;0.002
3067E69020456129;Forest Road;30/10/2013 23:00;0.002;0.002
3067E69020456129;Forest Road;31/10/2013 00:00;0.002;0.002
3067E69020456129;Forest Road;31/10/2013 01:00;0.002;0.002
3067E69020456129;Forest Road;31/10/2013 02:00;0.002;0.002
3067E69020456129;Forest Road;31/10/2013 03:00;0.002;0.002
3067E69020456129;Forest Road;31/10/2013 04:00;0.002;0.002
3067E69020456129;Forest Road;31/10/2013 05:00;0.002;0.002
3067E69020456129;Forest Road;31/10/2013 06:00;0.002;0.002
3067E69020456129;Forest Road;31/10/2013 07:00;0.002;0.002
3067E69020456129;Forest Road;31/10/2013 08:00;0.045;0.002
3067E69020456129;Forest Road;31/10/2013 09:00;0.167;0.030
3067E69020456129;Forest Road;31/10/2013 10:00;0.260;0.063
3067E69020456129;Forest Road;31/10/2013 11:00;0.184;0.075
3067E69020456129;Forest Road;31/10/2013 12:00;0.190;0.131
3067E69020456129;Forest Road;31/10/2013 13:00;0.310;0.165
3067E69020456129;Forest Road;31/10/2013 14:00;0.332;0.141
3067E69020456129;Forest Road;31/10/2013 15:00;0.164;0.077
3067E69020456129;Forest Road;31/10/2013 16:00;0.078;0.003
3067E69020456129;Forest Road;31/10/2013 17:00;0.003;0.002
3067E69020456129;Forest Road;31/10/2013 18:00;0.002;0.002
3067E69020456129;Forest Road;31/10/2013 19:00;0.002;0.002
3067E69020456129;Forest Road;31/10/2013 20:00;0.002;0.002
3067E69020456129;Forest Road;31/10/2013 21:00;0.002;0.002
3067E69020456129;Forest Road;31/10/2013 22:00;0.002;0.002
3067E69020456129;Forest Road;31/10/2013 23:00;0.002;0.002
3067E69020456129;Forest Road;01/11/2013 00:00;0.002;0.002
3067E69020456129;Forest Road;01/11/2013 01:00;0.002;0.002
3067E69020456129;Forest Road;01/11/2013 02:00;0.002;0.002
3067E69020456129;Forest Road;01/11/2013 03:00;0.002;0.002
3067E69020456129;Forest Road;01/11/2013 04:00;0.002;0.002
3067E69020456129;Forest Road;01/11/2013 05:00;0.002;0.002
3067E69020456129;Forest Road;01/11/2013 06:00;0.002;0.002
3067E69020456129;Forest Road;01/11/2013 07:00;0.002;0.002
3067E69020456129;Forest Road;01/11/2013 08:00;0.073;0.002
3067E69020456129;Forest Road;01/11/2013 09:00;0.145;0.039
3067E69020456129;Forest Road;01/11/2013 10:00;0.321;0.152
3067E69020456129;Forest Road;01/11/2013 11:00;0.673;0.376
3067E69020456129;Forest Road;01/11/2013 12:00;0.627;0.315
3067E69020456129;Forest Road;01/11/2013 13:00;0.668;0.438
3067E69020456129;Forest Road;01/11/2013 14:00;0.528;0.080
3067E69020456129;Forest Road;01/11/2013 15:00;0.284;0.074
3067E69020456129;Forest Road;01/11/2013 16:00;0.110;0.028
3067E69020456129;Forest Road;01/11/2013 17:00;0.037;0.002
3067E69020456129;Forest Road;01/11/2013 18:00;0.002;0.002
3067E69020456129;Forest Road;01/11/2013 19:00;0.002;0.002
3067E69020456129;Forest Road;01/11/2013 20:00;0.002;0.002
3067E69020456129;Forest Road;01/11/2013 21:00;0.002;0.002
3067E69020456129;Forest Road;01/11/2013 22:00;0.002;0.002
3067E69020456129;Forest Road;01/11/2013 23:00;0.002;0.002
3067E69020456129;Forest Road;02/11/2013 00:00;0.002;0.002
3067E69020456129;Forest Road;02/11/2013 01:00;0.002;0.002
3067E69020456129;Forest Road;02/11/2013 02:00;0.002;0.002
3067E69020456129;Forest Road;02/11/2013 03:00;0.002;0.002
3067E69020456129;Forest Road;02/11/2013 04:00;0.002;0.002
3067E69020456129;Forest Road;02/11/2013 05:00;0.002;0.002
3067E69020456129;Forest Road;02/11/2013 06:00;0.002;0.002
3067E69020456129;Forest Road;02/11/2013 07:00;0.002;0.002
3067E69020456129;Forest Road;02/11/2013 08:00;0.067;0.002
3067E69020456129;Forest Road;02/11/2013 09:00;0.137;0.056
3067E69020456129;Forest Road;02/11/2013 10:00;0.179;0.085
3067E69020456129;Forest Road;02/11/2013 11:00;0.864;0.130
3067E69020456129;Forest Road;02/11/2013 12:00;0.974;0.198
3067E69020456129;Forest Road;02/11/2013 13:00;0.532;0.186
3067E69020456129;Forest Road;02/11/2013 14:00;0.549;0.153
3067E69020456129;Forest Road;02/11/2013 15:00;0.425;0.054
3067E69020456129;Forest Road;02/11/2013 16:00;0.250;0.003
3067E69020456129;Forest Road;02/11/2013 17:00;0.032;0.002
3067E69020456129;Forest Road;02/11/2013 18:00;0.002;0.002
3067E69020456129;Forest Road;02/11/2013 19:00;0.002;0.002
3067E69020456129;Forest Road;02/11/2013 20:00;0.002;0.002
3067E69020456129;Forest Road;02/11/2013 21:00;0.002;0.002
3067E69020456129;Forest Road;02/11/2013 22:00;0.002;0.002
