SerialNo;Substation;datetime;P_GEN_MAX;P_GEN_MIN
3067E69020456129;Forest Road;11/05/2014 18:00;0.231;0.153
3067E69020456129;Forest Road;11/05/2014 19:00;0.208;0.007
3067E69020456129;Forest Road;11/05/2014 20:00;0.016;0.002
3067E69020456129;Forest Road;11/05/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;11/05/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;11/05/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;12/05/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;12/05/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;12/05/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;12/05/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;12/05/2014 05:00;0.017;0.002
3067E69020456129;Forest Road;12/05/2014 06:00;0.119;0.055
3067E69020456129;Forest Road;12/05/2014 07:00;0.331;0.152
3067E69020456129;Forest Road;12/05/2014 08:00;0.497;0.290
3067E69020456129;Forest Road;12/05/2014 09:00;0.811;0.395
3067E69020456129;Forest Road;12/05/2014 10:00;1.914;0.609
3067E69020456129;Forest Road;12/05/2014 11:00;2.231;0.545
3067E69020456129;Forest Road;12/05/2014 12:00;2.463;1.059
3067E69020456129;Forest Road;12/05/2014 13:00;1.212;0.473
3067E69020456129;Forest Road;12/05/2014 14:00;1.538;0.660
3067E69020456129;Forest Road;12/05/2014 15:00;0.806;0.084
3067E69020456129;Forest Road;12/05/2014 16:00;2.370;0.603
3067E69020456129;Forest Road;12/05/2014 17:00;1.626;0.990
3067E69020456129;Forest Road;12/05/2014 18:00;1.193;0.362
3067E69020456129;Forest Road;12/05/2014 19:00;0.392;0.047
3067E69020456129;Forest Road;12/05/2014 20:00;0.003;0.002
3067E69020456129;Forest Road;12/05/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;12/05/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;12/05/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;13/05/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;13/05/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;13/05/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;13/05/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;13/05/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;13/05/2014 05:00;0.007;0.002
3067E69020456129;Forest Road;13/05/2014 06:00;0.149;0.056
3067E69020456129;Forest Road;13/05/2014 07:00;0.496;0.183
3067E69020456129;Forest Road;13/05/2014 08:00;0.815;0.500
3067E69020456129;Forest Road;13/05/2014 09:00;0.626;0.545
3067E69020456129;Forest Road;13/05/2014 10:00;1.367;0.699
3067E69020456129;Forest Road;13/05/2014 11:00;2.677;1.566
3067E69020456129;Forest Road;13/05/2014 12:00;1.431;0.269
3067E69020456129;Forest Road;13/05/2014 13:00;2.938;0.500
3067E69020456129;Forest Road;13/05/2014 14:00;2.808;0.285
3067E69020456129;Forest Road;13/05/2014 15:00;2.620;0.940
3067E69020456129;Forest Road;13/05/2014 16:00;0.647;0.006
3067E69020456129;Forest Road;13/05/2014 17:00;0.248;0.003
3067E69020456129;Forest Road;13/05/2014 18:00;0.580;0.201
3067E69020456129;Forest Road;13/05/2014 19:00;0.111;0.003
3067E69020456129;Forest Road;13/05/2014 20:00;0.003;0.002
3067E69020456129;Forest Road;13/05/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;13/05/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;13/05/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;14/05/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;14/05/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;14/05/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;14/05/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;14/05/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;14/05/2014 05:00;0.028;0.002
3067E69020456129;Forest Road;14/05/2014 06:00;0.101;0.047
3067E69020456129;Forest Road;14/05/2014 07:00;0.393;0.104
3067E69020456129;Forest Road;14/05/2014 08:00;0.932;0.500
3067E69020456129;Forest Road;14/05/2014 09:00;1.361;0.866
3067E69020456129;Forest Road;14/05/2014 10:00;1.701;1.171
3067E69020456129;Forest Road;14/05/2014 11:00;2.731;0.742
3067E69020456129;Forest Road;14/05/2014 12:00;2.611;1.107
3067E69020456129;Forest Road;14/05/2014 13:00;2.833;0.850
3067E69020456129;Forest Road;14/05/2014 14:00;2.672;0.790
3067E69020456129;Forest Road;14/05/2014 15:00;2.370;0.596
3067E69020456129;Forest Road;14/05/2014 16:00;2.426;0.834
3067E69020456129;Forest Road;14/05/2014 17:00;1.333;0.239
3067E69020456129;Forest Road;14/05/2014 18:00;1.030;0.415
3067E69020456129;Forest Road;14/05/2014 19:00;0.316;0.066
3067E69020456129;Forest Road;14/05/2014 20:00;0.047;0.002
3067E69020456129;Forest Road;14/05/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;14/05/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;14/05/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;15/05/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;15/05/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;15/05/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;15/05/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;15/05/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;15/05/2014 05:00;0.038;0.002
3067E69020456129;Forest Road;15/05/2014 06:00;0.193;0.056
3067E69020456129;Forest Road;15/05/2014 07:00;0.398;0.131
3067E69020456129;Forest Road;15/05/2014 08:00;0.929;0.486
3067E69020456129;Forest Road;15/05/2014 09:00;1.511;1.062
3067E69020456129;Forest Road;15/05/2014 10:00;1.997;1.594
3067E69020456129;Forest Road;15/05/2014 11:00;2.450;2.065
3067E69020456129;Forest Road;15/05/2014 12:00;2.141;0.878
3067E69020456129;Forest Road;15/05/2014 13:00;1.739;0.491
3067E69020456129;Forest Road;15/05/2014 14:00;2.612;0.970
3067E69020456129;Forest Road;15/05/2014 15:00;2.508;1.337
3067E69020456129;Forest Road;15/05/2014 16:00;2.126;1.738
3067E69020456129;Forest Road;15/05/2014 17:00;1.588;1.164
3067E69020456129;Forest Road;15/05/2014 18:00;1.048;0.418
3067E69020456129;Forest Road;15/05/2014 19:00;0.331;0.086
3067E69020456129;Forest Road;15/05/2014 20:00;0.057;0.002
3067E69020456129;Forest Road;15/05/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;15/05/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;15/05/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;16/05/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;16/05/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;16/05/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;16/05/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;16/05/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;16/05/2014 05:00;0.036;0.002
3067E69020456129;Forest Road;16/05/2014 06:00;0.098;0.050
3067E69020456129;Forest Road;16/05/2014 07:00;0.398;0.106
3067E69020456129;Forest Road;16/05/2014 08:00;0.889;0.481
3067E69020456129;Forest Road;16/05/2014 09:00;1.487;1.016
3067E69020456129;Forest Road;16/05/2014 10:00;1.884;1.533
3067E69020456129;Forest Road;16/05/2014 11:00;2.386;2.047
3067E69020456129;Forest Road;16/05/2014 12:00;2.550;2.406
3067E69020456129;Forest Road;16/05/2014 13:00;2.565;2.417
3067E69020456129;Forest Road;16/05/2014 14:00;2.532;2.405
3067E69020456129;Forest Road;16/05/2014 15:00;2.352;1.891
3067E69020456129;Forest Road;16/05/2014 16:00;2.116;1.760
3067E69020456129;Forest Road;16/05/2014 17:00;1.651;1.168
3067E69020456129;Forest Road;16/05/2014 18:00;1.047;0.429
3067E69020456129;Forest Road;16/05/2014 19:00;0.348;0.080
3067E69020456129;Forest Road;16/05/2014 20:00;0.046;0.002
3067E69020456129;Forest Road;16/05/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;16/05/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;16/05/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;17/05/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;17/05/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;17/05/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;17/05/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;17/05/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;17/05/2014 05:00;0.058;0.002
3067E69020456129;Forest Road;17/05/2014 06:00;0.271;0.085
3067E69020456129;Forest Road;17/05/2014 07:00;0.397;0.281
3067E69020456129;Forest Road;17/05/2014 08:00;0.623;0.436
3067E69020456129;Forest Road;17/05/2014 09:00;0.958;0.617
3067E69020456129;Forest Road;17/05/2014 10:00;1.475;0.909
3067E69020456129;Forest Road;17/05/2014 11:00;1.930;1.240
3067E69020456129;Forest Road;17/05/2014 12:00;2.221;1.307
3067E69020456129;Forest Road;17/05/2014 13:00;1.045;0.724
3067E69020456129;Forest Road;17/05/2014 14:00;1.387;0.357
3067E69020456129;Forest Road;17/05/2014 15:00;2.306;0.902
3067E69020456129;Forest Road;17/05/2014 16:00;1.835;0.830
3067E69020456129;Forest Road;17/05/2014 17:00;1.562;1.017
3067E69020456129;Forest Road;17/05/2014 18:00;0.985;0.412
3067E69020456129;Forest Road;17/05/2014 19:00;0.343;0.091
3067E69020456129;Forest Road;17/05/2014 20:00;0.064;0.002
3067E69020456129;Forest Road;17/05/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;17/05/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;17/05/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;18/05/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;18/05/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;18/05/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;18/05/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;18/05/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;18/05/2014 05:00;0.043;0.002
3067E69020456129;Forest Road;18/05/2014 06:00;0.134;0.062
3067E69020456129;Forest Road;18/05/2014 07:00;0.395;0.151
3067E69020456129;Forest Road;18/05/2014 08:00;0.936;0.490
3067E69020456129;Forest Road;18/05/2014 09:00;1.521;1.067
3067E69020456129;Forest Road;18/05/2014 10:00;2.015;1.598
3067E69020456129;Forest Road;18/05/2014 11:00;2.409;2.070
3067E69020456129;Forest Road;18/05/2014 12:00;2.576;2.444
3067E69020456129;Forest Road;18/05/2014 13:00;2.612;2.578
3067E69020456129;Forest Road;18/05/2014 14:00;2.563;2.441
3067E69020456129;Forest Road;18/05/2014 15:00;2.406;2.185
3067E69020456129;Forest Road;18/05/2014 16:00;2.126;1.776
3067E69020456129;Forest Road;18/05/2014 17:00;1.690;1.207
3067E69020456129;Forest Road;18/05/2014 18:00;1.098;0.441
3067E69020456129;Forest Road;18/05/2014 19:00;0.346;0.100
3067E69020456129;Forest Road;18/05/2014 20:00;0.069;0.002
3067E69020456129;Forest Road;18/05/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;18/05/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;18/05/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;19/05/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;19/05/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;19/05/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;19/05/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;19/05/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;19/05/2014 05:00;0.047;0.002
3067E69020456129;Forest Road;19/05/2014 06:00;0.188;0.067
3067E69020456129;Forest Road;19/05/2014 07:00;0.435;0.151
3067E69020456129;Forest Road;19/05/2014 08:00;0.938;0.547
3067E69020456129;Forest Road;19/05/2014 09:00;1.484;1.083
3067E69020456129;Forest Road;19/05/2014 10:00;1.971;1.569
3067E69020456129;Forest Road;19/05/2014 11:00;2.362;2.056
3067E69020456129;Forest Road;19/05/2014 12:00;2.540;2.391
3067E69020456129;Forest Road;19/05/2014 13:00;2.572;2.554
3067E69020456129;Forest Road;19/05/2014 14:00;2.564;2.415
3067E69020456129;Forest Road;19/05/2014 15:00;2.421;2.209
3067E69020456129;Forest Road;19/05/2014 16:00;1.995;1.463
3067E69020456129;Forest Road;19/05/2014 17:00;1.502;0.831
3067E69020456129;Forest Road;19/05/2014 18:00;1.108;0.417
3067E69020456129;Forest Road;19/05/2014 19:00;0.353;0.095
3067E69020456129;Forest Road;19/05/2014 20:00;0.070;0.002
3067E69020456129;Forest Road;19/05/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;19/05/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;19/05/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;20/05/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;20/05/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;20/05/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;20/05/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;20/05/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;20/05/2014 05:00;0.125;0.002
3067E69020456129;Forest Road;20/05/2014 06:00;0.239;0.149
3067E69020456129;Forest Road;20/05/2014 07:00;0.369;0.183
3067E69020456129;Forest Road;20/05/2014 08:00;0.957;0.151
3067E69020456129;Forest Road;20/05/2014 09:00;1.564;0.950
3067E69020456129;Forest Road;20/05/2014 10:00;1.899;1.430
3067E69020456129;Forest Road;20/05/2014 11:00;2.116;1.639
3067E69020456129;Forest Road;20/05/2014 12:00;2.733;1.242
3067E69020456129;Forest Road;20/05/2014 13:00;2.667;2.108
3067E69020456129;Forest Road;20/05/2014 14:00;2.751;1.006
3067E69020456129;Forest Road;20/05/2014 15:00;0.966;0.482
3067E69020456129;Forest Road;20/05/2014 16:00;0.705;0.273
3067E69020456129;Forest Road;20/05/2014 17:00;1.256;0.370
3067E69020456129;Forest Road;20/05/2014 18:00;0.931;0.214
3067E69020456129;Forest Road;20/05/2014 19:00;0.287;0.059
3067E69020456129;Forest Road;20/05/2014 20:00;0.022;0.002
3067E69020456129;Forest Road;20/05/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;20/05/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;20/05/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;21/05/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;21/05/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;21/05/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;21/05/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;21/05/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;21/05/2014 05:00;0.024;0.002
3067E69020456129;Forest Road;21/05/2014 06:00;0.127;0.003
3067E69020456129;Forest Road;21/05/2014 07:00;0.419;0.153
3067E69020456129;Forest Road;21/05/2014 08:00;0.586;0.210
3067E69020456129;Forest Road;21/05/2014 09:00;0.859;0.640
3067E69020456129;Forest Road;21/05/2014 10:00;0.860;0.758
3067E69020456129;Forest Road;21/05/2014 11:00;0.929;0.795
3067E69020456129;Forest Road;21/05/2014 12:00;1.923;0.981
3067E69020456129;Forest Road;21/05/2014 13:00;2.095;1.535
3067E69020456129;Forest Road;21/05/2014 14:00;1.120;0.500
3067E69020456129;Forest Road;21/05/2014 15:00;0.653;0.246
3067E69020456129;Forest Road;21/05/2014 16:00;0.591;0.241
3067E69020456129;Forest Road;21/05/2014 17:00;0.458;0.257
3067E69020456129;Forest Road;21/05/2014 18:00;0.449;0.169
3067E69020456129;Forest Road;21/05/2014 19:00;0.297;0.035
3067E69020456129;Forest Road;21/05/2014 20:00;0.003;0.002
3067E69020456129;Forest Road;21/05/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;21/05/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;21/05/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;22/05/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;22/05/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;22/05/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;22/05/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;22/05/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;22/05/2014 05:00;0.003;0.002
3067E69020456129;Forest Road;22/05/2014 06:00;0.085;0.052
3067E69020456129;Forest Road;22/05/2014 07:00;0.587;0.116
3067E69020456129;Forest Road;22/05/2014 08:00;0.896;0.514
3067E69020456129;Forest Road;22/05/2014 09:00;1.321;0.752
3067E69020456129;Forest Road;22/05/2014 10:00;1.747;1.147
3067E69020456129;Forest Road;22/05/2014 11:00;1.551;0.974
3067E69020456129;Forest Road;22/05/2014 12:00;1.383;0.909
3067E69020456129;Forest Road;22/05/2014 13:00;1.022;0.325
3067E69020456129;Forest Road;22/05/2014 14:00;1.152;0.598
3067E69020456129;Forest Road;22/05/2014 15:00;2.544;1.510
3067E69020456129;Forest Road;22/05/2014 16:00;0.788;0.202
3067E69020456129;Forest Road;22/05/2014 17:00;1.684;0.887
3067E69020456129;Forest Road;22/05/2014 18:00;0.945;0.501
3067E69020456129;Forest Road;22/05/2014 19:00;0.488;0.003
3067E69020456129;Forest Road;22/05/2014 20:00;0.020;0.002
3067E69020456129;Forest Road;22/05/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;22/05/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;22/05/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;23/05/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;23/05/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;23/05/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;23/05/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;23/05/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;23/05/2014 05:00;0.042;0.002
3067E69020456129;Forest Road;23/05/2014 06:00;0.117;0.049
3067E69020456129;Forest Road;23/05/2014 07:00;0.492;0.137
3067E69020456129;Forest Road;23/05/2014 08:00;1.141;0.482
3067E69020456129;Forest Road;23/05/2014 09:00;1.693;1.012
3067E69020456129;Forest Road;23/05/2014 10:00;1.944;0.746
3067E69020456129;Forest Road;23/05/2014 11:00;1.879;0.944
3067E69020456129;Forest Road;23/05/2014 12:00;2.200;0.618
3067E69020456129;Forest Road;23/05/2014 13:00;1.746;0.265
3067E69020456129;Forest Road;23/05/2014 14:00;2.419;0.541
3067E69020456129;Forest Road;23/05/2014 15:00;2.501;1.777
3067E69020456129;Forest Road;23/05/2014 16:00;2.308;1.121
3067E69020456129;Forest Road;23/05/2014 17:00;1.124;1.124
3067E69020456129;Forest Road;23/05/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;23/05/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;24/05/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;24/05/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;24/05/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;24/05/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;24/05/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;24/05/2014 05:00;0.002;0.002
3067E69020456129;Forest Road;24/05/2014 06:00;0.055;0.002
3067E69020456129;Forest Road;24/05/2014 07:00;0.198;0.026
3067E69020456129;Forest Road;24/05/2014 08:00;0.227;0.024
3067E69020456129;Forest Road;24/05/2014 09:00;0.420;0.276
3067E69020456129;Forest Road;24/05/2014 10:00;1.000;0.472
3067E69020456129;Forest Road;24/05/2014 11:00;2.521;1.606
3067E69020456129;Forest Road;24/05/2014 12:00;2.340;1.382
3067E69020456129;Forest Road;24/05/2014 13:00;2.797;1.887
3067E69020456129;Forest Road;24/05/2014 14:00;2.812;1.233
3067E69020456129;Forest Road;24/05/2014 15:00;2.786;0.263
3067E69020456129;Forest Road;24/05/2014 16:00;0.924;0.211
3067E69020456129;Forest Road;24/05/2014 17:00;0.577;0.070
3067E69020456129;Forest Road;24/05/2014 18:00;1.244;0.112
3067E69020456129;Forest Road;24/05/2014 19:00;0.331;0.030
3067E69020456129;Forest Road;24/05/2014 20:00;0.025;0.003
3067E69020456129;Forest Road;24/05/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;24/05/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;24/05/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;25/05/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;25/05/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;25/05/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;25/05/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;25/05/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;25/05/2014 05:00;0.050;0.002
3067E69020456129;Forest Road;25/05/2014 06:00;0.096;0.059
3067E69020456129;Forest Road;25/05/2014 07:00;0.415;0.103
3067E69020456129;Forest Road;25/05/2014 08:00;0.791;0.444
3067E69020456129;Forest Road;25/05/2014 09:00;1.075;0.339
3067E69020456129;Forest Road;25/05/2014 10:00;2.064;0.977
3067E69020456129;Forest Road;25/05/2014 11:00;2.747;1.811
3067E69020456129;Forest Road;25/05/2014 12:00;2.794;2.197
3067E69020456129;Forest Road;25/05/2014 13:00;2.817;2.063
3067E69020456129;Forest Road;25/05/2014 14:00;2.713;2.290
3067E69020456129;Forest Road;25/05/2014 15:00;2.387;1.788
3067E69020456129;Forest Road;25/05/2014 16:00;1.931;1.199
3067E69020456129;Forest Road;25/05/2014 17:00;1.641;0.993
3067E69020456129;Forest Road;25/05/2014 18:00;1.187;0.657
3067E69020456129;Forest Road;25/05/2014 19:00;0.568;0.241
3067E69020456129;Forest Road;25/05/2014 20:00;0.198;0.009
3067E69020456129;Forest Road;25/05/2014 21:00;0.003;0.002
3067E69020456129;Forest Road;25/05/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;25/05/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;26/05/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;26/05/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;26/05/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;26/05/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;26/05/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;26/05/2014 05:00;0.003;0.002
3067E69020456129;Forest Road;26/05/2014 06:00;0.214;0.031
3067E69020456129;Forest Road;26/05/2014 07:00;0.495;0.255
3067E69020456129;Forest Road;26/05/2014 08:00;0.986;0.605
3067E69020456129;Forest Road;26/05/2014 09:00;0.950;0.470
3067E69020456129;Forest Road;26/05/2014 10:00;1.518;0.753
3067E69020456129;Forest Road;26/05/2014 11:00;1.567;1.281
3067E69020456129;Forest Road;26/05/2014 12:00;1.804;1.056
3067E69020456129;Forest Road;26/05/2014 13:00;1.445;0.491
3067E69020456129;Forest Road;26/05/2014 14:00;0.923;0.557
3067E69020456129;Forest Road;26/05/2014 15:00;0.708;0.293
3067E69020456129;Forest Road;26/05/2014 16:00;0.305;0.138
3067E69020456129;Forest Road;26/05/2014 17:00;0.248;0.143
3067E69020456129;Forest Road;26/05/2014 18:00;0.242;0.195
3067E69020456129;Forest Road;26/05/2014 19:00;0.236;0.062
3067E69020456129;Forest Road;26/05/2014 20:00;0.037;0.002
3067E69020456129;Forest Road;26/05/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;26/05/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;26/05/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;27/05/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;27/05/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;27/05/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;27/05/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;27/05/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;27/05/2014 05:00;0.002;0.002
3067E69020456129;Forest Road;27/05/2014 06:00;0.043;0.003
3067E69020456129;Forest Road;27/05/2014 07:00;0.100;0.052
3067E69020456129;Forest Road;27/05/2014 08:00;0.190;0.110
3067E69020456129;Forest Road;27/05/2014 09:00;0.205;0.117
3067E69020456129;Forest Road;27/05/2014 10:00;0.323;0.219
3067E69020456129;Forest Road;27/05/2014 11:00;0.330;0.226
3067E69020456129;Forest Road;27/05/2014 12:00;0.429;0.261
3067E69020456129;Forest Road;27/05/2014 13:00;0.263;0.210
3067E69020456129;Forest Road;27/05/2014 14:00;0.340;0.167
3067E69020456129;Forest Road;27/05/2014 15:00;0.350;0.146
3067E69020456129;Forest Road;27/05/2014 16:00;0.402;0.128
3067E69020456129;Forest Road;27/05/2014 17:00;0.320;0.093
3067E69020456129;Forest Road;27/05/2014 18:00;0.219;0.109
3067E69020456129;Forest Road;27/05/2014 19:00;0.077;0.012
3067E69020456129;Forest Road;27/05/2014 20:00;0.003;0.002
3067E69020456129;Forest Road;27/05/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;27/05/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;27/05/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;28/05/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;28/05/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;28/05/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;28/05/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;28/05/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;28/05/2014 05:00;0.002;0.002
3067E69020456129;Forest Road;28/05/2014 06:00;0.140;0.012
3067E69020456129;Forest Road;28/05/2014 07:00;0.168;0.091
3067E69020456129;Forest Road;28/05/2014 08:00;0.430;0.245
3067E69020456129;Forest Road;28/05/2014 09:00;0.468;0.207
3067E69020456129;Forest Road;28/05/2014 10:00;0.548;0.323
3067E69020456129;Forest Road;28/05/2014 11:00;0.456;0.360
3067E69020456129;Forest Road;28/05/2014 12:00;0.670;0.301
3067E69020456129;Forest Road;28/05/2014 13:00;0.428;0.128
3067E69020456129;Forest Road;28/05/2014 14:00;0.288;0.104
3067E69020456129;Forest Road;28/05/2014 15:00;0.631;0.428
3067E69020456129;Forest Road;28/05/2014 16:00;0.386;0.244
3067E69020456129;Forest Road;28/05/2014 17:00;0.398;0.292
3067E69020456129;Forest Road;28/05/2014 18:00;0.138;0.019
3067E69020456129;Forest Road;28/05/2014 19:00;0.054;0.025
3067E69020456129;Forest Road;28/05/2014 20:00;0.007;0.002
3067E69020456129;Forest Road;28/05/2014 21:00;0.002;0.002
3067E69020456129;Forest Road;28/05/2014 22:00;0.002;0.002
3067E69020456129;Forest Road;28/05/2014 23:00;0.002;0.002
3067E69020456129;Forest Road;29/05/2014 00:00;0.002;0.002
3067E69020456129;Forest Road;29/05/2014 01:00;0.002;0.002
3067E69020456129;Forest Road;29/05/2014 02:00;0.002;0.002
3067E69020456129;Forest Road;29/05/2014 03:00;0.002;0.002
3067E69020456129;Forest Road;29/05/2014 04:00;0.002;0.002
3067E69020456129;Forest Road;29/05/2014 05:00;0.056;0.002
3067E69020456129;Forest Road;29/05/2014 06:00;0.170;0.084
3067E69020456129;Forest Road;29/05/2014 07:00;0.322;0.181
3067E69020456129;Forest Road;29/05/2014 08:00;1.000;0.434
3067E69020456129;Forest Road;29/05/2014 09:00;0.900;0.323
3067E69020456129;Forest Road;29/05/2014 10:00;1.343;0.606
3067E69020456129;Forest Road;29/05/2014 11:00;1.109;1.035
3067E69020456129;Forest Road;29/05/2014 12:00;1.775;1.083
3067E69020456129;Forest Road;29/05/2014 13:00;1.422;1.002
